t_s,x_px,y_px
30.690000,376.500000,375.269226
30.723000,377.500000,375.029419
30.756000,377.269226,375.269226
30.789000,375.500000,375.500000
30.822000,371.500000,376.966675
30.855000,367.500000,378.500000
30.888000,362.500000,380.500000
30.921000,358.500000,380.500000
30.954000,351.200012,383.799988
30.987000,338.500000,386.500000
31.020000,328.500000,388.863647
31.053000,317.500000,391.500000
31.086000,305.964294,393.035706
31.119000,294.633331,395.500000
31.152000,282.107147,396.892853
31.185000,276.500000,397.500000
31.218000,264.892853,398.107147
31.251000,251.908371,398.971191
31.284000,240.366669,399.500000
31.317000,235.078949,399.078949
31.350000,218.500000,398.500000
31.383000,207.500000,398.227264
31.416000,198.500000,397.500000
31.449000,190.500000,396.500000
31.482000,183.500000,396.366669
31.515000,177.853714,395.246735
31.548000,173.500000,393.807678
31.581000,171.233337,394.500000
31.614000,169.439163,393.728149
31.647000,169.366669,393.633331
31.680000,170.399994,394.399994
31.713000,170.892853,394.107147
31.746000,177.266235,396.006500
31.779000,182.500000,396.500000
31.812000,189.500000,397.045441
31.845000,197.500000,397.500000
31.878000,206.500000,398.500000
31.911000,216.985870,399.906769
31.944000,228.500000,400.500000
31.977000,240.500000,400.500000
32.010000,251.500000,399.970581
32.043000,263.500000,399.323517
32.076000,276.107147,398.892853
32.109000,286.839050,397.294006
32.142000,299.260864,396.159424
32.175000,311.035706,393.964294
32.208000,322.012329,391.578827
32.241000,331.964294,389.035706
32.274000,336.500000,388.500000
32.307000,348.500000,384.500000
32.340000,356.573730,382.260376
32.373000,362.573730,380.260376
32.406000,365.500000,379.500000
32.439000,371.500000,377.500000
32.472000,374.028503,376.354919
32.505000,375.500000,375.500000
32.538000,375.500000,375.500000
32.571000,375.125000,375.875000
32.604000,374.500000,376.500000
32.637000,371.238098,377.142853
32.670000,364.500000,378.863647
32.703000,358.500000,380.500000
32.736000,355.500000,381.500000
32.769000,347.528992,383.688416
32.802000,338.756165,386.421173
32.835000,330.136353,388.500000
32.868000,324.500000,390.136353
32.901000,308.500000,392.500000
32.934000,296.500000,394.500000
32.967000,284.692139,395.875549
33.000000,279.369354,396.650757
33.033000,262.500000,398.500000
33.066000,250.349243,399.369354
33.099000,238.500000,398.500000
33.132000,227.078949,399.078949
33.165000,216.500000,398.500000
33.198000,206.892853,398.107147
33.231000,202.500000,397.500000
33.264000,190.107147,396.892853
33.297000,183.386703,396.268463
33.330000,180.708527,395.822266
33.363000,174.500000,394.500000
33.396000,172.399994,394.399994
33.429000,171.233337,394.500000
33.462000,171.500000,394.807678
33.495000,171.500000,394.500000
33.528000,174.988266,395.138489
33.561000,179.882492,396.633636
33.594000,185.943665,396.704224
33.627000,192.500000,397.500000
33.660000,201.128571,398.471436
33.693000,210.500000,399.500000
33.726000,220.500000,399.500000
33.759000,237.739136,400.840576
33.792000,248.892853,400.107147
33.825000,261.035706,399.964294
33.858000,273.500000,399.236847
33.891000,279.346161,398.500000
33.924000,290.633331,397.500000
33.957000,301.964294,395.035706
33.990000,318.500000,392.500000
34.023000,323.964294,391.035706
34.056000,333.807678,389.192322
34.089000,342.500000,386.500000
34.122000,350.500000,384.500000
34.155000,357.369354,382.349243
34.188000,362.500000,380.500000
34.221000,367.013824,378.837006
34.254000,370.500000,378.000000
34.287000,372.732544,376.546509
34.320000,373.238098,375.857147
34.353000,373.500000,376.205872
34.386000,372.578827,376.243835
34.419000,370.283783,376.824310
34.452000,366.500000,378.500000
34.485000,361.500000,379.500000
34.518000,355.500000,381.500000
34.551000,347.970581,383.500000
34.584000,339.500000,385.500000
34.617000,330.500000,388.500000
34.650000,320.756165,390.421173
34.683000,310.500000,392.500000
34.716000,299.500000,393.970581
34.749000,287.500000,395.500000
34.782000,275.908386,396.971191
34.815000,264.500000,397.500000
34.848000,252.892853,398.107147
34.881000,241.739136,398.840576
34.914000,229.822281,398.708527
34.947000,219.822281,398.708527
34.980000,210.500000,398.500000
35.013000,201.078949,397.921051
35.046000,193.208160,396.594421
35.079000,186.892853,396.107147
35.112000,180.708527,395.822266
35.145000,176.938812,395.073853
35.178000,174.500000,394.500000
35.211000,172.500000,394.500000
35.244000,172.500000,394.500000
35.277000,173.987366,395.370026
35.310000,176.361710,396.319153
35.343000,180.107147,396.892853
35.376000,186.500000,397.500000
35.409000,188.708527,397.822266
35.442000,192.892853,398.107147
35.475000,204.500000,399.233337
35.508000,214.500000,400.500000
35.541000,224.500000,400.500000
35.574000,235.500000,400.633331
35.607000,246.500000,400.500000
35.640000,259.035706,399.964294
35.673000,270.594421,399.208160
35.706000,280.981323,398.415894
35.739000,287.130432,397.913055
35.772000,304.500000,394.500000
35.805000,314.500000,392.500000
35.838000,324.500000,390.500000
35.871000,330.500000,390.500000
35.904000,342.756165,386.421173
35.937000,350.578827,384.243835
35.970000,356.966675,382.033325
36.003000,362.500000,380.500000
36.036000,366.500000,378.500000
36.069000,369.500000,377.500000
36.102000,371.118805,376.514862
36.135000,371.500000,376.323517
36.168000,371.500000,376.323517
36.201000,371.308990,376.421356
36.234000,369.200012,377.200012
36.267000,366.500000,378.500000
36.300000,360.764709,379.000000
36.333000,355.500000,381.500000
36.366000,348.500000,382.863647
36.399000,340.682251,385.112152
36.432000,331.970581,387.500000
36.465000,322.500000,390.136353
36.498000,312.500000,392.500000
36.531000,301.323517,393.500000
36.564000,289.964294,395.035706
36.597000,278.107147,396.892853
36.630000,267.037323,397.514923
36.663000,256.500000,398.500000
36.696000,244.500000,398.863647
36.729000,233.487656,399.030853
36.762000,222.500000,398.500000
36.795000,213.500000,398.633331
36.828000,204.892853,398.107147
36.861000,196.500000,397.500000
36.894000,189.147064,396.500000
36.927000,184.107147,396.892853
36.960000,179.264709,395.500000
36.993000,177.500000,395.500000
37.026000,174.500000,394.500000
37.059000,174.500000,395.000000
37.092000,174.589035,394.616425
37.125000,176.892853,396.107147
37.158000,180.107147,396.892853
37.191000,186.361710,398.319153
37.224000,188.500000,397.500000
37.257000,200.500000,399.500000
37.290000,208.500000,399.500000
37.323000,218.107147,400.892853
37.356000,228.107147,400.892853
37.389000,238.500000,400.500000
37.422000,250.500000,400.500000
37.455000,261.500000,399.500000
37.488000,274.074615,399.388062
37.521000,284.500000,398.500000
37.554000,296.500000,396.500000
37.587000,306.500000,394.500000
37.620000,313.035706,393.964294
37.653000,327.578827,390.012329
37.686000,336.500000,388.500000
37.719000,344.500000,386.136353
37.752000,351.277771,383.722229
37.785000,357.277771,381.722229
37.818000,362.500000,380.500000
37.851000,365.500000,378.500000
37.884000,368.500000,378.000000
37.917000,369.416656,376.875000
37.950000,369.986176,376.837006
37.983000,369.500000,376.571442
38.016000,367.807678,377.192322
38.049000,364.966675,378.033325
38.082000,360.682251,379.112152
38.115000,355.435486,380.919342
38.148000,348.500000,382.500000
38.181000,341.000000,384.764709
38.214000,333.078949,387.078949
38.247000,324.033325,388.966675
38.280000,314.500000,390.500000
38.313000,308.966675,392.033325
38.346000,298.033325,394.033325
38.379000,287.035706,395.964294
38.412000,275.768036,396.809265
38.445000,264.500000,397.500000
38.478000,253.500000,398.633331
38.511000,242.500000,398.500000
38.544000,231.906784,398.985870
38.577000,221.739136,398.840576
38.610000,212.500000,398.500000
38.643000,203.117508,398.366364
38.676000,196.405579,397.791840
38.709000,189.500000,396.500000
38.742000,184.107147,396.892853
38.775000,181.943665,396.704224
38.808000,177.500000,396.500000
38.841000,176.361710,396.319153
38.874000,176.361710,396.319153
38.907000,176.500000,396.500000
38.940000,179.500000,396.807678
38.973000,183.500000,397.500000
39.006000,186.438385,398.419434
39.039000,196.291473,399.177734
39.072000,203.612106,400.127808
39.105000,212.107147,400.892853
39.138000,221.964279,401.035706
39.171000,226.500000,400.500000
39.204000,242.500000,400.500000
39.237000,253.500000,400.500000
39.270000,265.500000,399.500000
39.303000,276.192322,399.500000
39.336000,287.456909,397.887939
39.369000,299.369354,396.349243
39.402000,309.766663,394.500000
39.435000,319.791840,392.405579
39.468000,329.369354,390.349243
39.501000,337.919220,387.927948
39.534000,345.471008,385.311584
39.567000,351.650696,383.390411
39.600000,357.676483,381.500000
39.633000,362.500000,380.500000
39.666000,365.383575,378.547943
39.699000,367.500000,377.500000
39.732000,368.023804,377.650787
39.765000,368.500000,376.863647
39.798000,368.500000,376.863647
39.831000,367.200012,377.200012
39.864000,364.500000,378.500000
39.897000,360.651672,378.786530
39.930000,356.243835,380.578827
39.963000,349.590912,382.500000
39.996000,342.500000,384.500000
40.029000,334.500000,386.500000
40.062000,325.986176,388.837006
40.095000,316.264709,390.735291
40.128000,306.500000,392.500000
40.161000,294.863647,394.500000
40.194000,284.500000,396.500000
40.227000,273.500000,397.500000
40.260000,257.124451,398.307861
40.293000,246.349243,399.369354
40.326000,240.500000,398.863647
40.359000,229.964279,399.035706
40.392000,219.964279,399.035706
40.425000,210.500000,398.500000
40.458000,202.892853,398.107147
40.491000,195.500000,397.500000
40.524000,189.500000,397.045441
40.557000,184.500000,397.233337
40.590000,181.233337,396.500000
40.623000,178.500000,396.500000
40.656000,177.500000,395.500000
40.689000,177.500000,395.500000
40.722000,179.233337,396.500000
40.755000,181.500000,396.500000
40.788000,186.792084,398.019806
40.821000,192.107147,398.892853
40.854000,198.500000,399.500000
40.887000,206.500000,400.500000
40.920000,220.107147,400.892853
40.953000,224.107147,400.892853
40.986000,234.500000,400.500000
41.019000,246.291473,401.177734
41.052000,257.500000,400.500000
41.085000,267.964294,399.035706
41.118000,279.346161,398.500000
41.151000,290.500000,397.500000
41.184000,300.500000,395.500000
41.217000,311.500000,393.323517
41.250000,321.067566,391.472961
41.283000,329.970581,389.500000
41.316000,334.500000,388.500000
41.349000,342.500000,386.500000
41.382000,348.966675,384.033325
41.415000,354.735291,382.264709
41.448000,359.500000,380.033325
41.481000,363.238098,379.142853
41.514000,365.500000,378.192322
41.547000,366.807678,377.500000
41.580000,366.838043,377.035217
41.613000,366.662781,377.104645
41.646000,365.500000,377.500000
41.679000,362.500000,378.500000
41.712000,358.735291,379.500000
41.745000,353.500000,381.500000
41.778000,346.837006,383.013824
41.811000,339.528168,385.316895
41.844000,331.500000,387.500000
41.877000,323.323517,389.500000
41.910000,313.500000,391.500000
41.943000,298.500000,394.500000
41.976000,287.035706,395.964294
42.009000,275.908386,396.971191
42.042000,266.243835,398.578827
42.075000,255.208160,398.594421
42.108000,243.964279,399.035706
42.141000,233.500000,399.500000
42.174000,224.366669,399.500000
42.207000,215.035721,399.964294
42.240000,205.822281,398.708527
42.273000,198.892853,398.107147
42.306000,192.892853,398.107147
42.339000,187.622452,397.234680
42.372000,183.387894,396.872192
42.405000,181.500000,396.500000
42.438000,179.500000,396.500000
42.471000,179.233337,396.500000
42.504000,179.233337,396.500000
42.537000,180.500000,397.233337
42.570000,183.500000,397.500000
42.603000,188.500000,398.500000
42.636000,194.107147,398.892853
42.669000,201.612106,400.127808
42.702000,209.056335,400.295776
42.735000,218.107147,400.892853
42.768000,227.500000,400.500000
42.801000,237.964279,401.035706
42.834000,248.500000,400.500000
42.867000,259.578827,400.012329
42.900000,271.205872,399.205872
42.933000,280.552643,398.500000
42.966000,292.500000,396.500000
42.999000,302.500000,394.500000
43.032000,312.500000,392.500000
43.065000,322.500000,390.500000
43.098000,330.500000,388.500000
43.131000,338.500000,386.500000
43.164000,345.781250,384.125000
43.197000,351.961548,382.500000
43.230000,356.500000,380.500000
43.263000,360.500000,379.500000
43.296000,363.409088,378.500000
43.329000,365.500000,377.500000
43.362000,365.871429,377.557129
43.395000,365.500000,377.500000
43.428000,364.789856,377.852661
43.461000,362.260376,378.573730
43.494000,358.769836,380.087311
43.527000,353.500000,381.500000
43.560000,348.033325,382.966675
43.593000,344.735291,384.264709
43.626000,337.500000,385.500000
43.659000,328.756165,388.421173
43.692000,320.264709,390.264709
43.725000,310.500000,392.500000
43.758000,300.500000,394.500000
43.791000,290.033325,396.033325
43.824000,278.594421,397.208160
43.857000,268.708527,397.822266
43.890000,259.000000,398.500000
43.923000,247.323532,399.500000
43.956000,241.970581,399.500000
43.989000,227.035721,399.964294
44.022000,213.029419,399.500000
44.055000,205.208160,398.594421
44.088000,198.500000,398.500000
44.121000,192.892853,398.107147
44.154000,187.678574,397.321442
44.187000,184.038467,396.961548
44.220000,181.500000,396.500000
44.253000,180.500000,396.500000
44.286000,180.500000,396.500000
44.319000,181.708496,397.048248
44.352000,184.633636,397.882477
44.385000,186.633636,397.882477
44.418000,191.056335,398.295776
44.451000,197.128571,398.471436
44.484000,204.500000,399.500000
44.517000,212.892853,400.107147
44.550000,221.500000,400.500000
44.583000,230.892853,400.107147
44.616000,240.892853,400.107147
44.649000,251.852936,400.500000
44.682000,261.990570,399.066040
44.715000,272.500000,398.500000
44.748000,282.500000,397.500000
44.781000,294.500000,395.500000
44.814000,299.964294,395.035706
44.847000,309.807678,393.192322
44.880000,319.200012,391.200012
44.913000,328.500000,389.500000
44.946000,332.500000,388.500000
44.979000,340.500000,386.500000
45.012000,349.421173,382.987671
45.045000,355.500000,381.500000
45.078000,358.735291,380.264709
45.111000,362.029419,379.000000
45.144000,364.072784,378.368530
45.177000,364.500000,378.000000
45.210000,364.500000,378.000000
45.243000,364.136353,378.500000
45.276000,361.581635,378.765320
45.309000,358.415344,380.224854
45.342000,353.500000,381.500000
45.375000,348.500000,382.863647
45.408000,342.033325,384.966675
45.441000,334.500000,386.500000
45.474000,326.500000,388.500000
45.507000,317.357147,391.357147
45.540000,307.500000,393.029419
45.573000,297.421173,394.987671
45.606000,286.388885,396.611115
45.639000,276.500000,398.500000
45.672000,266.500000,398.500000
45.705000,254.500000,398.500000
45.738000,244.892853,400.107147
45.771000,239.035721,399.964294
45.804000,229.260864,400.159424
45.837000,216.028305,399.330200
45.870000,207.884613,399.115387
45.903000,200.500000,399.500000
45.936000,194.500000,398.500000
45.969000,189.500000,397.500000
46.002000,184.500000,397.500000
46.035000,183.387894,396.872192
46.068000,182.412354,397.157379
46.101000,181.548386,396.602142
46.134000,182.589035,396.616425
46.167000,184.500000,397.500000
46.200000,186.892853,398.107147
46.233000,191.943665,398.704224
46.266000,197.500000,399.500000
46.299000,204.500000,399.500000
46.332000,211.852936,400.500000
46.365000,220.500000,400.500000
46.398000,229.888885,400.555542
46.431000,239.386703,400.268463
46.464000,250.500000,400.500000
46.497000,261.035706,399.964294
46.530000,265.964294,399.035706
46.563000,277.233337,399.233337
46.596000,292.500000,396.500000
46.629000,302.500000,394.500000
46.662000,312.500000,392.500000
46.695000,321.500000,390.500000
46.728000,329.500000,388.500000
46.761000,337.500000,386.500000
46.794000,343.912567,384.311646
46.827000,347.277771,383.722229
46.860000,355.500000,381.500000
46.893000,358.500000,380.136353
46.926000,361.500000,379.115387
46.959000,362.500000,378.500000
46.992000,363.153259,378.298981
47.025000,363.308990,378.421356
47.058000,362.500000,378.500000
47.091000,359.500000,379.500000
47.124000,358.500000,380.500000
47.157000,351.500000,382.033325
47.190000,344.939484,384.264343
47.223000,338.500000,386.500000
47.256000,330.735291,388.264709
47.289000,322.500000,390.500000
47.322000,313.578827,392.012329
47.355000,308.500000,392.500000
47.388000,293.500000,395.323517
47.421000,282.500000,397.233337
47.454000,273.500000,398.500000
47.487000,262.708527,399.177734
47.520000,246.500000,400.500000
47.553000,236.500000,400.500000
47.586000,226.500000,399.500000
47.619000,218.500000,400.500000
47.652000,210.159424,399.260864
47.685000,202.500000,399.233337
47.718000,199.208160,398.594421
47.751000,193.888885,398.555542
47.784000,191.500000,398.366669
47.817000,187.794113,397.500000
47.850000,184.500000,397.233337
47.883000,183.500000,397.045441
47.916000,183.387894,396.872192
47.949000,183.387894,396.872192
47.982000,185.500000,397.500000
48.015000,189.500000,398.500000
48.048000,194.107147,398.892853
48.081000,200.107147,398.892853
48.114000,207.316422,399.987915
48.147000,215.260864,400.159424
48.180000,224.107147,400.892853
48.213000,233.260864,400.159424
48.246000,243.035721,399.964294
48.279000,248.500000,400.500000
48.312000,263.964294,399.035706
48.345000,275.035706,397.964294
48.378000,284.107147,396.892853
48.411000,294.594421,395.208160
48.444000,305.962677,393.485077
48.477000,319.521271,391.031921
48.510000,324.500000,390.500000
48.543000,332.500000,388.500000
48.576000,338.735291,386.264709
48.609000,345.308990,384.421356
48.642000,350.739624,382.426270
48.675000,353.435486,381.919342
48.708000,358.500000,380.000000
48.741000,360.944458,378.944458
48.774000,362.500000,378.500000
48.807000,362.500000,378.863647
48.840000,362.235291,379.000000
48.873000,360.436615,379.176056
48.906000,357.554382,380.018829
48.939000,353.500000,381.500000
48.972000,348.500000,382.500000
49.005000,342.500000,384.500000
49.038000,339.020752,385.573730
49.071000,331.500000,387.500000
49.104000,318.500000,390.500000
49.137000,304.500000,393.500000
49.170000,294.500000,395.500000
49.203000,284.107147,396.892853
49.236000,274.500000,398.500000
49.269000,263.875549,398.692139
49.302000,253.794113,399.500000
49.335000,243.293991,399.946350
49.368000,238.500000,400.500000
49.401000,228.708527,399.822266
49.434000,220.500000,400.500000
49.467000,212.127808,399.612122
49.500000,205.233337,399.233337
49.533000,198.500000,398.500000
49.566000,193.157364,398.412354
49.599000,188.892853,398.107147
49.632000,186.500000,397.500000
49.665000,184.500000,397.233337
49.698000,184.500000,397.233337
49.731000,184.704224,397.943665
49.764000,186.633636,397.882477
49.797000,188.500000,398.500000
49.830000,195.233337,399.233337
49.863000,197.128571,398.471436
49.896000,207.321426,399.678558
49.929000,215.056335,400.295776
49.962000,223.852936,400.500000
49.995000,232.500000,400.500000
50.028000,242.500000,400.500000
50.061000,242.500000,400.500000
50.094000,263.739136,398.840576
50.127000,273.500000,398.500000
50.160000,282.500000,397.500000
50.193000,293.964294,395.035706
50.226000,298.107147,394.892853
50.259000,313.500000,392.500000
50.292000,322.500000,390.500000
50.325000,330.500000,388.500000
50.358000,338.107147,386.892853
50.391000,344.500000,384.500000
50.424000,349.207916,382.752472
50.457000,351.321228,381.762573
50.490000,351.500000,382.000000
50.523000,360.235291,379.000000
50.556000,361.500000,379.500000
50.589000,361.416656,378.875000
50.622000,361.238098,379.142853
50.655000,359.778687,379.467224
50.688000,357.100006,380.500000
50.721000,353.500000,381.500000
50.754000,350.939484,382.264343
50.787000,345.500000,383.500000
50.820000,339.029419,385.500000
50.853000,331.500000,387.500000
50.886000,323.500000,389.500000
50.919000,315.029419,391.500000
50.952000,305.500000,393.029419
50.985000,296.500000,394.500000
51.018000,285.653839,396.500000
51.051000,275.500000,397.970581
51.084000,264.892853,398.107147
51.117000,261.500000,398.500000
51.150000,249.969131,399.512360
51.183000,240.500000,400.500000
51.216000,230.500000,400.500000
51.249000,221.500000,400.366669
51.282000,213.611938,400.074615
51.315000,206.500000,399.500000
51.348000,200.107147,398.892853
51.381000,194.892853,398.107147
51.414000,190.892853,398.107147
51.447000,187.794113,397.500000
51.480000,186.500000,397.500000
51.513000,185.622452,397.234680
51.546000,185.821426,397.178558
51.579000,186.704224,397.943665
51.612000,188.892853,398.107147
51.645000,195.233337,399.233337
51.678000,200.107147,398.892853
51.711000,206.500000,399.500000
51.744000,210.500000,399.500000
51.777000,222.892853,400.107147
51.810000,232.107147,400.892853
51.843000,246.892853,400.107147
51.876000,256.500000,399.500000
51.909000,267.000000,398.700012
51.942000,276.892853,398.107147
51.975000,286.107147,396.892853
52.008000,297.500000,395.029419
52.041000,306.840576,393.739136
52.074000,316.500000,392.500000
52.107000,320.500000,390.500000
52.140000,324.500000,390.192322
52.173000,335.500000,386.500000
52.206000,342.317749,385.112152
52.239000,347.979248,383.573730
52.272000,352.578827,382.243835
52.305000,354.247528,381.207916
52.338000,358.500000,379.961548
52.371000,360.235291,379.000000
52.404000,360.500000,378.500000
52.437000,360.348328,378.786530
52.470000,359.439087,379.895935
52.503000,356.500000,380.500000
52.536000,355.200012,381.200012
52.569000,348.500000,382.500000
52.602000,342.500000,384.863647
52.635000,336.136353,386.500000
52.668000,328.500000,388.500000
52.701000,320.243835,390.578827
52.734000,311.294006,391.946350
52.767000,302.500000,394.500000
52.800000,292.366669,395.500000
52.833000,281.073853,396.938812
52.866000,272.500000,398.500000
52.899000,261.822266,398.708527
52.932000,257.500000,399.500000
52.965000,241.485077,399.962677
52.998000,232.500000,400.500000
53.031000,223.035721,399.964294
53.064000,215.035721,399.964294
53.097000,208.268478,399.386688
53.130000,201.500000,398.807678
53.163000,196.107147,398.892853
53.196000,194.399994,398.399994
53.229000,190.892853,398.107147
53.262000,188.042175,397.644592
53.295000,186.500000,397.500000
53.328000,186.500000,397.500000
53.361000,186.938812,397.073853
53.394000,189.117508,398.366364
53.427000,192.892853,398.107147
53.460000,198.061188,399.926147
53.493000,203.500000,399.500000
53.526000,206.500000,399.500000
53.559000,218.107147,400.892853
53.592000,226.892853,400.107147
53.625000,230.892853,400.107147
53.658000,240.500000,400.500000
53.691000,250.366669,399.500000
53.724000,265.964294,399.035706
53.757000,280.500000,398.500000
53.790000,290.500000,396.500000
53.823000,300.291473,395.177734
53.856000,310.291473,393.177734
53.889000,318.735291,390.735291
53.922000,327.500000,389.500000
53.955000,334.500000,388.500000
53.988000,337.500000,386.500000
54.021000,343.500000,384.500000
54.054000,349.269226,383.269226
54.087000,352.672241,381.940186
54.120000,356.060516,380.735657
54.153000,358.500000,380.136353
54.186000,359.500000,379.500000
54.219000,359.500000,379.500000
54.252000,359.000000,379.866669
54.285000,357.500000,380.033325
54.318000,354.578827,380.756165
54.351000,350.939484,382.264343
54.384000,345.500000,383.500000
54.417000,339.500000,385.500000
54.450000,332.500000,386.863647
54.483000,324.500000,388.500000
54.516000,316.500000,390.863647
54.549000,307.964294,393.035706
54.582000,298.500000,394.500000
54.615000,288.264709,396.264709
54.648000,278.500000,397.500000
54.681000,268.892853,398.107147
54.714000,259.147064,398.500000
54.747000,248.366669,399.500000
54.780000,238.500000,399.500000
54.813000,229.500000,399.500000
54.846000,221.035721,399.964294
54.879000,217.035721,399.964294
54.912000,209.964279,399.035706
54.945000,203.500000,399.045441
54.978000,198.500000,398.500000
55.011000,193.871429,398.528564
55.044000,190.892853,398.107147
55.077000,188.500000,397.500000
55.110000,188.361710,398.319153
55.143000,188.892853,398.107147
55.176000,190.107147,398.892853
55.209000,193.117508,398.366364
55.242000,197.500000,398.500000
55.275000,203.500000,399.500000
55.308000,210.500000,400.500000
55.341000,218.107147,400.892853
55.374000,226.107147,400.892853
55.407000,234.500000,400.500000
55.440000,244.500000,400.500000
55.473000,254.892853,400.107147
55.506000,263.964294,399.035706
55.539000,274.500000,398.500000
55.572000,283.824677,397.616882
55.605000,294.500000,396.500000
55.638000,299.421173,394.987671
55.671000,308.633331,393.500000
55.704000,317.500000,391.500000
55.737000,325.500000,389.970581
55.770000,332.500000,388.136353
55.803000,335.500000,386.500000
55.836000,344.756165,384.421173
55.869000,349.642853,383.357147
55.902000,353.500000,381.500000
55.935000,356.060516,380.735657
55.968000,357.962677,379.514923
56.001000,358.672241,379.940186
56.034000,358.500000,380.000000
56.067000,358.500000,380.000000
56.100000,356.756165,380.421173
56.133000,352.500000,381.500000
56.166000,348.243835,382.578827
56.199000,345.500000,383.500000
56.232000,339.500000,385.500000
56.265000,332.764709,387.000000
56.298000,325.500000,388.966675
56.331000,317.000000,390.764709
56.364000,308.500000,392.500000
56.397000,298.500000,394.500000
56.430000,289.500000,395.500000
56.463000,279.500000,397.500000
56.496000,270.500000,398.500000
56.529000,260.687500,398.500000
56.562000,250.500000,400.500000
56.595000,240.500000,399.500000
56.628000,231.639236,400.348114
56.661000,223.035721,399.964294
56.694000,215.029419,399.500000
56.727000,207.964279,399.035706
56.760000,202.107147,398.892853
56.793000,199.233337,398.500000
56.826000,195.157364,398.412354
56.859000,192.500000,398.500000
56.892000,190.427368,398.405029
56.925000,188.938812,397.073853
56.958000,188.938812,397.073853
56.991000,190.892853,398.107147
57.024000,191.943665,398.704224
57.057000,198.107147,398.892853
57.090000,204.361710,400.319153
57.123000,210.107147,400.892853
57.156000,213.888885,400.555542
57.189000,225.500000,400.500000
57.222000,238.500000,400.500000
57.255000,248.500000,400.500000
57.288000,258.500000,400.500000
57.321000,267.964294,399.035706
57.354000,277.766663,398.500000
57.387000,282.410950,398.383575
57.420000,292.500000,396.500000
57.453000,302.107147,394.892853
57.486000,310.500000,392.500000
57.519000,316.500000,392.500000
57.552000,327.970581,389.500000
57.585000,334.033325,387.500000
57.618000,340.578827,386.243835
57.651000,346.055542,384.055542
57.684000,348.821442,383.357147
57.717000,352.060516,382.264343
57.750000,355.500000,381.500000
57.783000,356.570190,380.149109
57.816000,357.500000,380.323517
57.849000,358.028503,380.354919
57.882000,356.756165,380.421173
57.915000,355.200012,381.200012
57.948000,353.500000,381.323517
57.981000,350.500000,382.500000
58.014000,345.500000,383.500000
58.047000,339.653839,384.500000
58.080000,333.500000,386.966675
58.113000,329.500000,387.500000
58.146000,318.500000,390.500000
58.179000,305.078949,393.078949
58.212000,300.500000,394.500000
58.245000,291.500000,395.323517
58.278000,280.107147,396.892853
58.311000,267.157379,398.412354
58.344000,256.500000,399.500000
58.377000,247.029419,399.500000
58.410000,238.500000,400.500000
58.443000,229.035721,399.964294
58.476000,221.035721,399.964294
58.509000,213.029419,399.500000
58.542000,206.500000,399.147064
58.575000,201.208160,398.594421
58.608000,197.233337,398.500000
58.641000,193.500000,398.500000
58.674000,190.892853,398.107147
58.707000,190.892853,398.107147
58.740000,190.042175,397.644592
58.773000,190.892853,398.107147
58.806000,190.892853,398.107147
58.839000,196.107147,398.892853
58.872000,200.833328,399.833344
58.905000,206.892853,400.107147
58.938000,209.871429,400.528564
58.971000,221.500000,400.500000
59.004000,229.117508,400.366364
59.037000,238.107147,400.892853
59.070000,252.500000,400.500000
59.103000,257.035706,399.964294
59.136000,262.159424,399.260864
59.169000,276.500000,398.500000
59.202000,285.879303,397.120697
59.235000,296.500000,396.500000
59.268000,305.035706,393.964294
59.301000,314.500000,392.500000
59.334000,322.500000,390.500000
59.367000,328.500000,388.500000
59.400000,332.500000,388.500000
59.433000,339.500000,386.033325
59.466000,344.500000,384.500000
59.499000,350.756165,382.421173
59.532000,353.869995,381.029999
59.565000,356.019989,380.980011
59.598000,356.939484,380.264343
59.631000,357.013824,380.162994
59.664000,356.573730,380.260376
59.697000,356.500000,380.192322
59.730000,351.500000,381.500000
59.763000,350.500000,382.500000
59.796000,347.986176,382.837006
59.829000,342.756165,384.421173
59.862000,333.445618,386.981171
59.895000,326.500000,388.500000
59.928000,314.500000,390.863647
59.961000,305.500000,392.500000
59.994000,300.925385,393.611938
60.027000,291.964294,395.035706
60.060000,282.107147,396.892853
60.093000,272.500000,397.500000
60.126000,262.945953,398.189178
60.159000,253.500000,399.045441
60.192000,244.366669,399.500000
60.225000,239.349319,399.609589
60.258000,231.035721,399.964294
60.291000,219.035721,399.964294
60.324000,211.500000,399.500000
60.357000,205.208160,398.594421
60.390000,200.500000,398.500000
60.423000,196.500000,398.500000
60.456000,194.892853,398.107147
60.489000,191.500000,398.500000
60.522000,190.892853,398.107147
60.555000,190.892853,398.107147
60.588000,191.787674,398.280823
60.621000,194.107147,398.892853
60.654000,198.107147,398.892853
60.687000,200.500000,399.500000
60.720000,206.892853,400.107147
60.753000,216.500000,400.500000
60.786000,224.107147,400.892853
60.819000,228.107147,400.892853
60.852000,236.500000,400.500000
60.885000,251.035721,399.964294
60.918000,261.035706,399.964294
60.951000,271.205872,399.205872
60.984000,279.766663,398.500000
61.017000,289.705994,397.053650
61.050000,298.966675,394.966675
61.083000,307.857147,393.857147
61.116000,312.500000,392.500000
61.149000,320.500000,390.500000
61.182000,327.970581,389.500000
61.215000,334.919342,387.435486
61.248000,337.764160,386.330200
61.281000,342.500000,384.500000
61.314000,349.000000,382.500000
61.347000,352.500000,382.000000
61.380000,354.500000,380.500000
61.413000,355.409088,380.500000
