t_s,x_px,y_px
61.446000,356.088226,380.500000
61.479000,355.822784,380.632904
61.512000,354.238525,380.944946
61.545000,351.548767,381.817078
61.578000,347.500000,382.966675
61.611000,342.756165,384.421173
61.644000,333.421173,386.987671
61.677000,326.500000,388.500000
61.710000,319.578827,390.012329
61.743000,311.500000,391.970581
61.776000,302.500000,393.500000
61.809000,293.500000,395.029419
61.842000,283.157379,396.412354
61.875000,278.587646,397.157379
61.908000,269.500000,397.500000
61.941000,260.687500,398.500000
61.974000,250.500000,399.500000
62.007000,241.029419,399.500000
62.040000,232.366669,399.500000
62.073000,224.366669,399.500000
62.106000,216.500000,399.500000
62.139000,210.366669,399.500000
62.172000,204.500000,399.500000
62.205000,199.500000,399.045441
62.238000,196.500000,398.500000
62.271000,193.500000,398.500000
62.304000,192.383560,398.410950
62.337000,191.500000,398.500000
62.370000,191.500000,398.500000
62.403000,193.943665,398.704224
62.436000,196.107147,398.892853
62.469000,201.500000,399.500000
62.502000,206.892853,400.107147
62.535000,209.766663,400.500000
62.568000,220.107147,400.892853
62.601000,228.107147,400.892853
62.634000,236.500000,400.500000
62.667000,245.260864,400.159424
62.700000,255.500000,400.500000
62.733000,264.500000,399.500000
62.766000,273.500000,398.500000
62.799000,282.500000,398.500000
62.832000,293.346161,396.500000
62.865000,302.107147,394.892853
62.898000,311.421173,392.987671
62.931000,319.471008,391.311584
62.964000,327.035706,389.964294
62.997000,333.277771,387.722229
63.030000,339.426270,385.979248
63.063000,341.962677,385.485077
63.096000,348.500000,382.863647
63.129000,351.453491,381.802338
63.162000,354.029419,381.000000
63.195000,354.756165,380.578827
63.228000,354.863647,380.500000
63.261000,354.756165,380.578827
63.294000,353.394745,380.973694
63.327000,350.980011,382.019989
63.360000,347.000000,382.764709
63.393000,342.735291,384.264709
63.426000,339.500000,384.966675
63.459000,334.500000,386.500000
63.492000,327.100006,388.500000
63.525000,320.264709,390.264709
63.558000,311.970581,391.500000
63.591000,303.030853,393.487640
63.624000,294.500000,394.500000
63.657000,289.500000,395.323517
63.690000,275.500000,397.029419
63.723000,266.892853,398.107147
63.756000,257.208160,398.594421
63.789000,247.323532,399.500000
63.822000,238.366669,399.500000
63.855000,233.706009,399.946350
63.888000,225.921051,399.921051
63.921000,218.366669,399.500000
63.954000,208.500000,399.500000
63.987000,203.500000,399.045441
64.020000,199.233337,398.500000
64.053000,195.500000,398.500000
64.086000,194.138016,398.540710
64.119000,193.233337,398.500000
64.152000,193.233337,398.500000
64.185000,193.233337,398.500000
64.218000,194.107147,398.892853
64.251000,198.594421,399.208160
64.284000,203.612106,400.127808
64.317000,209.500000,400.500000
64.350000,216.107147,400.892853
64.383000,223.128571,400.471436
64.416000,231.964279,401.035706
64.449000,240.107147,400.892853
64.482000,249.500000,400.633331
64.515000,258.500000,400.500000
64.548000,267.964294,399.035706
64.581000,277.500000,398.500000
64.614000,286.107147,396.892853
64.647000,296.500000,396.500000
64.680000,304.500000,394.500000
64.713000,313.500000,392.500000
64.746000,317.500000,391.500000
64.779000,324.578827,390.243835
64.812000,331.719177,387.974884
64.845000,338.136353,386.500000
64.878000,340.500000,386.500000
64.911000,344.570190,384.149109
64.944000,351.176483,381.941162
64.977000,353.500000,381.500000
65.010000,354.162994,381.013824
65.043000,354.162994,381.013824
65.076000,353.238098,381.142853
65.109000,351.794128,381.500000
65.142000,348.756165,382.421173
65.175000,344.682251,383.112152
65.208000,342.264343,384.060516
65.241000,337.500000,385.029419
65.274000,330.752472,387.207916
65.307000,323.561615,389.011841
65.340000,316.500000,390.500000
65.373000,303.908386,392.971191
65.406000,294.500000,394.500000
65.439000,285.603455,395.982758
65.472000,276.291473,397.177734
65.505000,268.500000,398.500000
65.538000,259.147064,398.500000
65.571000,248.987686,399.578827
65.604000,244.366669,399.500000
65.637000,235.035721,399.964294
65.670000,227.386703,400.268463
65.703000,219.964279,399.964294
65.736000,216.500000,399.500000
65.769000,206.594421,399.208160
65.802000,202.500000,398.500000
65.835000,198.500000,398.500000
65.868000,196.500000,399.000000
65.901000,194.500000,398.500000
65.934000,194.500000,399.000000
65.967000,194.840805,399.293732
66.000000,194.945953,398.189178
66.033000,196.107147,398.892853
66.066000,199.321426,399.678558
66.099000,204.438385,400.419434
66.132000,206.892853,400.107147
66.165000,216.291473,401.177734
66.198000,219.964279,401.035706
66.231000,231.280823,401.025116
66.264000,239.512344,401.030853
66.297000,248.500000,400.500000
66.330000,257.035706,399.964294
66.363000,267.200012,399.200012
66.396000,276.107147,398.892853
66.429000,284.766663,398.233337
66.462000,290.107147,396.892853
66.495000,303.500000,394.500000
66.528000,312.107147,392.892853
66.561000,320.349243,391.369354
66.594000,327.067566,389.472961
66.627000,330.500000,388.500000
66.660000,339.277771,385.722229
66.693000,343.000000,384.500000
66.726000,347.500000,383.500000
66.759000,350.578827,382.243835
66.792000,352.500000,381.611115
66.825000,353.500000,381.500000
66.858000,353.351349,381.297302
66.891000,353.232147,381.303558
66.924000,352.078644,381.561798
66.957000,348.500000,382.500000
66.990000,344.500000,382.500000
67.023000,340.500000,384.500000
67.056000,334.500000,386.500000
67.089000,328.033325,388.033325
67.122000,324.500000,388.863647
67.155000,313.323517,391.500000
67.188000,305.091614,392.971191
67.221000,296.500000,394.500000
67.254000,287.035706,395.964294
67.287000,277.766663,396.500000
67.320000,264.892853,398.107147
67.353000,260.018677,398.584106
67.386000,250.412354,399.157379
67.419000,241.357147,399.642853
67.452000,232.650757,399.630646
67.485000,225.035721,399.964294
67.518000,218.366669,399.500000
67.551000,211.738098,399.261902
67.584000,208.594421,399.208160
67.617000,201.500000,398.807678
67.650000,198.500000,398.500000
67.683000,196.500000,399.000000
67.716000,195.233337,398.500000
67.749000,195.233337,398.500000
67.782000,195.233337,398.500000
67.815000,195.733765,398.993500
67.848000,198.500000,399.233337
67.881000,202.410965,400.383575
67.914000,206.892853,400.107147
67.947000,216.107147,400.892853
67.980000,219.147064,400.500000
68.013000,226.107147,400.892853
68.046000,234.107147,400.892853
68.079000,242.500000,400.500000
68.112000,247.500000,400.633331
68.145000,261.500000,400.500000
68.178000,270.471436,399.128571
68.211000,279.842621,398.412354
68.244000,288.000000,396.727264
68.277000,294.500000,396.500000
68.310000,302.107147,394.892853
68.343000,315.346161,392.500000
68.376000,322.500000,390.500000
68.409000,328.500000,388.500000
68.442000,332.500000,388.500000
68.475000,340.012329,385.578827
68.508000,344.500000,384.500000
68.541000,347.869995,383.029999
68.574000,350.060516,382.264343
68.607000,351.688416,381.471008
68.640000,352.133484,381.124420
68.673000,351.857147,381.238098
68.706000,351.500000,381.500000
68.739000,349.578827,382.012329
68.772000,346.500000,382.500000
68.805000,341.875000,383.875000
68.838000,337.029419,385.500000
68.871000,331.421173,386.987671
68.904000,328.033325,388.033325
68.937000,316.500000,390.500000
68.970000,309.500000,391.970581
69.003000,301.030853,393.487640
69.036000,292.500000,394.500000
69.069000,282.708527,395.822266
69.102000,273.908386,396.971191
69.135000,265.852936,398.500000
69.168000,256.366669,399.500000
69.201000,247.739136,398.840576
69.234000,238.500000,399.500000
69.267000,230.500000,399.500000
69.300000,223.500000,399.500000
69.333000,216.500000,399.500000
69.366000,210.500000,399.500000
69.399000,205.500000,399.500000
69.432000,201.633331,399.366669
69.465000,198.500000,398.500000
69.498000,196.500000,398.500000
69.531000,195.894196,398.744812
69.564000,195.894196,398.744812
69.597000,196.500000,398.500000
69.630000,198.500000,399.500000
69.663000,202.500000,399.766663
69.696000,206.892853,400.107147
69.729000,209.842636,400.587646
69.762000,218.500000,400.500000
69.795000,226.500000,401.500000
69.828000,234.500000,401.500000
69.861000,242.107147,400.892853
69.894000,246.500000,400.500000
69.927000,251.500000,400.500000
69.960000,265.500000,399.500000
69.993000,274.444458,399.111115
70.026000,278.500000,398.500000
70.059000,292.107147,396.892853
70.092000,300.500000,394.500000
70.125000,309.078949,393.078949
70.158000,316.987671,391.421173
70.191000,324.500000,390.500000
70.224000,330.500000,388.500000
70.257000,336.230164,386.912689
70.290000,341.200012,385.200012
70.323000,345.125000,383.875000
70.356000,348.019989,382.980011
70.389000,348.756165,382.578827
70.422000,351.500000,381.500000
70.455000,351.500000,381.500000
70.488000,351.500000,381.500000
70.521000,351.435486,381.919342
70.554000,347.590912,382.500000
70.587000,343.500000,383.323517
70.620000,339.300964,384.194183
70.653000,334.311646,385.912567
70.686000,328.500000,388.500000
70.719000,321.500000,389.323517
70.752000,318.500000,390.500000
70.785000,306.500000,392.500000
70.818000,297.500000,393.970581
70.851000,287.964294,395.035706
70.884000,284.264709,396.264709
70.917000,275.500000,397.342102
70.950000,266.708527,397.822266
70.983000,257.613312,398.731537
71.016000,248.366669,399.500000
71.049000,240.366669,399.500000
71.082000,232.366669,399.500000
71.115000,224.500000,399.500000
71.148000,221.035721,399.964294
71.181000,211.794113,399.500000
71.214000,206.500000,399.233337
71.247000,202.500000,398.500000
71.280000,199.500000,399.045441
71.313000,197.500000,398.500000
71.346000,196.500000,398.500000
71.379000,196.500000,398.500000
71.412000,197.500000,399.045441
71.445000,199.500000,399.500000
71.478000,202.892853,400.107147
71.511000,207.117508,400.366364
71.544000,212.500000,400.500000
71.577000,219.500000,401.500000
71.610000,226.500000,401.500000
71.643000,233.964279,401.035706
71.676000,242.500000,401.500000
71.709000,250.500000,400.500000
71.742000,260.107147,400.892853
71.775000,268.731964,398.938141
71.808000,277.766663,398.500000
71.841000,285.500000,396.500000
71.874000,295.852936,396.500000
71.907000,304.107147,394.892853
71.940000,311.964294,393.035706
71.973000,319.964294,391.035706
72.006000,326.985870,389.906769
72.039000,333.035706,387.964294
72.072000,338.314819,386.685181
72.105000,342.019989,384.980011
72.138000,345.500000,383.500000
72.171000,348.346161,382.653839
72.204000,350.060516,382.264343
72.237000,350.500000,381.730774
72.270000,350.500000,381.590912
72.303000,350.500000,382.000000
72.336000,348.500000,382.192322
72.369000,345.986176,382.837006
72.402000,342.500000,384.500000
72.435000,336.777771,384.777771
72.468000,334.500000,386.500000
72.501000,324.500000,388.500000
72.534000,317.035706,389.964294
72.567000,310.500000,392.500000
72.600000,302.107147,392.892853
72.633000,293.500000,394.500000
72.666000,284.500000,395.653839
72.699000,275.964294,397.035706
72.732000,268.405579,397.791840
72.765000,258.500000,398.500000
72.798000,249.208160,398.594421
72.831000,240.840576,399.739136
72.864000,233.035721,399.964294
72.897000,225.593124,400.354248
72.930000,219.035721,399.964294
72.963000,213.035721,399.964294
72.996000,207.678574,399.321442
73.029000,203.821426,399.178558
73.062000,200.500000,399.233337
73.095000,198.412354,399.157379
73.128000,197.500000,398.500000
73.161000,197.500000,399.500000
73.194000,197.633331,399.366669
73.227000,200.361710,400.319153
73.260000,203.457748,400.410797
73.293000,207.882492,400.633636
73.326000,212.500000,400.500000
73.359000,219.147064,400.500000
73.392000,226.500000,401.500000
73.425000,233.964279,401.035706
73.458000,237.964279,401.035706
73.491000,242.500000,401.500000
73.524000,254.500000,400.500000
73.557000,263.035706,399.964294
73.590000,272.633331,399.500000
73.623000,281.500000,399.500000
73.656000,284.500000,397.500000
73.689000,298.594421,395.208160
73.722000,307.035706,393.964294
73.755000,314.500000,392.500000
73.788000,322.243835,390.578827
73.821000,328.688354,389.087433
73.854000,334.012329,387.421173
73.887000,338.966675,386.033325
73.920000,342.756165,384.421173
73.953000,345.857147,383.238098
73.986000,348.346161,382.653839
74.019000,350.072784,382.368530
74.052000,350.216766,382.187866
74.085000,350.060516,382.264343
74.118000,348.756165,382.421173
74.151000,346.500000,382.500000
74.184000,343.000000,382.970581
74.217000,338.500000,384.500000
74.250000,336.777771,384.777771
74.283000,331.112152,386.682251
74.316000,324.927216,388.368530
74.349000,318.500000,390.500000
74.382000,311.029419,391.500000
74.415000,302.777771,392.777771
74.448000,294.500000,394.500000
74.481000,285.500000,395.029419
74.514000,281.157379,396.412354
74.547000,268.500000,397.233337
74.580000,260.000000,398.000000
74.613000,251.208160,398.594421
74.646000,242.366669,399.500000
74.679000,234.500000,400.500000
74.712000,226.708527,399.822266
74.745000,222.708527,399.822266
74.778000,214.160950,399.705994
74.811000,208.938812,399.073853
74.844000,204.589035,398.616425
74.877000,200.342102,399.000000
74.910000,199.853714,399.246735
74.943000,198.447372,398.500000
74.976000,198.342102,399.000000
75.009000,198.882355,399.000000
75.042000,200.633636,399.882477
75.075000,204.361710,400.319153
75.108000,210.107147,400.892853
75.141000,216.107147,400.892853
75.174000,222.500000,401.500000
75.207000,229.943665,400.704224
75.240000,237.208160,400.594421
75.273000,246.291473,401.177734
75.306000,250.107147,400.892853
75.339000,258.500000,400.500000
75.372000,267.035706,399.964294
75.405000,276.291473,399.177734
75.438000,280.500000,398.500000
75.471000,288.412354,397.157379
75.504000,302.291473,395.177734
75.537000,313.500000,392.500000
75.570000,320.500000,390.500000
75.603000,327.807678,389.192322
75.636000,330.314819,388.685181
75.669000,335.421173,386.987671
75.702000,339.807678,385.192322
75.735000,343.409088,384.500000
75.768000,346.244507,383.156403
75.801000,348.243835,382.421173
75.834000,348.966675,382.033325
75.867000,349.133331,382.000000
75.900000,348.966675,382.033325
75.933000,348.500000,382.500000
75.966000,346.756165,382.421173
75.999000,342.572113,382.836548
76.032000,339.000000,384.500000
76.065000,334.500000,386.500000
76.098000,327.964294,387.035706
76.131000,321.875549,388.692139
76.164000,318.500000,390.500000
76.197000,307.192322,391.807678
76.230000,299.294006,393.053650
76.263000,290.500000,394.500000
76.296000,281.842621,396.412354
76.329000,273.500000,397.029419
76.362000,265.117523,398.366364
76.395000,256.892853,398.107147
76.428000,247.817078,398.987793
76.461000,239.208160,398.594421
76.494000,232.366669,399.500000
76.527000,224.500000,399.500000
76.560000,218.500000,399.500000
76.593000,212.708527,399.822266
76.626000,208.160950,399.294006
76.659000,204.500000,399.000000
76.692000,201.853714,399.246735
76.725000,199.973679,399.500000
76.758000,198.882355,399.000000
76.791000,198.988266,399.138489
76.824000,200.361710,400.319153
76.857000,202.892853,400.107147
76.890000,206.107147,400.892853
76.923000,210.107147,400.892853
76.956000,216.500000,401.500000
76.989000,222.500000,401.500000
77.022000,229.678574,401.321442
77.055000,232.895065,401.858032
77.088000,245.078949,401.078949
77.121000,254.107147,400.892853
77.154000,262.107147,400.892853
77.187000,272.016571,399.096039
77.220000,279.560822,399.271851
77.253000,287.810333,397.189667
77.286000,292.500000,396.500000
77.319000,305.500000,394.500000
77.352000,312.500000,392.500000
77.385000,319.964294,391.035706
77.418000,326.840576,389.739136
77.451000,332.500000,388.500000
77.484000,336.500000,386.500000
77.517000,339.029419,385.500000
77.550000,344.500000,384.500000
77.583000,346.378632,383.029114
77.616000,347.500000,382.500000
77.649000,348.208344,382.208344
77.682000,348.208344,382.208344
77.715000,347.986176,382.162994
77.748000,346.500000,382.500000
77.781000,344.224854,382.584656
77.814000,340.500000,383.500000
77.847000,335.647736,384.670441
77.880000,330.500000,386.500000
77.913000,325.029419,387.500000
77.946000,318.764709,389.000000
77.979000,311.964294,391.035706
78.012000,304.500000,392.500000
78.045000,295.578827,394.012329
78.078000,291.369354,394.650757
78.111000,278.107147,396.892853
78.144000,270.295776,397.056335
78.177000,261.500000,398.500000
78.210000,253.208160,398.594421
78.243000,244.500000,399.500000
78.276000,236.704224,399.943665
78.309000,232.840576,399.739136
78.342000,222.892853,400.107147
78.375000,216.892853,400.107147
78.408000,211.500000,399.954559
78.441000,206.708527,399.822266
78.474000,204.361710,400.319153
78.507000,202.011734,399.861511
78.540000,200.500000,399.500000
78.573000,200.397842,399.451599
78.606000,200.500000,399.500000
78.639000,201.766663,399.766663
78.672000,204.500000,400.500000
78.705000,208.500000,400.500000
78.738000,210.500000,400.500000
78.771000,218.500000,400.500000
78.804000,225.500000,401.500000
78.837000,232.500000,401.500000
78.870000,240.500000,401.500000
78.903000,249.035721,401.035706
78.936000,257.500000,400.500000
78.969000,266.500000,399.500000
79.002000,275.500000,399.500000
79.035000,282.399994,398.399994
79.068000,286.594421,397.208160
79.101000,300.291473,395.177734
79.134000,307.985138,393.519806
79.167000,311.964294,393.035706
79.200000,322.107147,390.892853
79.233000,328.349243,389.369354
79.266000,333.380005,387.619995
79.299000,337.903656,385.986237
79.332000,341.000000,384.600006
79.365000,344.500000,384.136353
79.398000,345.200012,383.200012
79.431000,346.807678,382.500000
79.464000,347.013824,382.162994
79.497000,347.013824,382.162994
79.530000,346.756165,382.421173
79.563000,346.108704,382.760864
79.596000,341.500000,383.500000
79.629000,338.500000,384.500000
79.662000,333.655548,385.766663
79.695000,328.500000,386.863647
79.728000,322.500000,388.500000
79.761000,314.756165,390.421173
79.794000,307.970581,391.500000
79.827000,299.875549,392.692139
79.860000,292.500000,394.500000
79.893000,282.500000,395.500000
79.926000,274.500000,396.500000
79.959000,267.500000,397.500000
79.992000,258.892853,398.107147
80.025000,245.964279,399.035706
80.058000,238.014130,399.906769
80.091000,230.500000,399.500000
80.124000,223.500000,399.500000
80.157000,218.366669,399.500000
80.190000,215.035721,399.964294
80.223000,209.853714,399.246735
80.256000,206.246780,399.547211
80.289000,203.987366,399.629974
80.322000,202.042175,399.644592
80.355000,201.500000,399.500000
80.388000,200.761063,399.964600
80.421000,201.766663,399.766663
80.454000,203.842636,400.587646
80.487000,207.233337,401.233337
80.520000,211.500000,401.500000
80.553000,216.500000,401.500000
80.586000,222.500000,401.766663
80.619000,228.704224,401.943665
80.652000,236.500000,401.766663
80.685000,244.500000,401.500000
80.718000,252.107147,400.892853
80.751000,260.892853,400.107147
80.784000,269.500000,399.970581
80.817000,274.159424,399.260864
80.850000,286.500000,397.884613
80.883000,295.500000,396.633331
80.916000,302.107147,394.892853
80.949000,306.500000,394.500000
80.982000,313.500000,392.500000
81.015000,320.500000,390.500000
81.048000,327.029846,389.455231
81.081000,332.500000,388.500000
81.114000,336.735291,386.264709
81.147000,340.378632,385.029114
81.180000,343.021729,384.152161
81.213000,345.238098,383.142853
81.246000,346.233337,382.500000
81.279000,346.735291,382.500000
81.312000,346.233337,382.500000
81.345000,345.013824,382.837006
81.378000,342.786530,382.651672
81.411000,339.899994,383.500000
81.444000,335.500000,384.500000
81.477000,330.500000,386.500000
81.510000,325.311584,387.528992
81.543000,318.731964,388.938141
81.576000,312.500000,390.500000
81.609000,304.500000,392.500000
81.642000,296.500000,393.500000
81.675000,288.500000,394.500000
81.708000,280.107147,396.892853
81.741000,272.295776,397.056335
81.774000,264.361694,398.319153
81.807000,255.147064,398.500000
81.840000,246.594421,399.208160
81.873000,238.985870,399.906769
81.906000,231.500000,399.500000
81.939000,225.035721,399.964294
81.972000,221.500000,399.500000
82.005000,213.791840,400.405579
82.038000,209.791840,400.405579
82.071000,207.500000,399.500000
82.104000,203.500000,399.500000
82.137000,202.042175,399.644592
82.170000,201.766663,399.766663
82.203000,201.766663,399.766663
82.236000,203.157364,400.412354
82.269000,205.500000,400.500000
82.302000,209.208160,400.594421
82.335000,213.943665,400.704224
82.368000,216.587646,401.842621
82.401000,225.500000,401.954559
82.434000,232.587646,401.842621
82.467000,239.921051,401.921051
82.500000,248.405579,401.791840
82.533000,256.500000,401.500000
82.566000,260.892853,400.107147
82.599000,269.177734,400.291473
82.632000,277.233337,399.233337
82.665000,285.500000,399.500000
82.698000,294.314819,396.685181
82.731000,297.987183,395.679474
82.764000,309.500000,393.500000
82.797000,316.500000,392.500000
82.830000,322.756165,390.421173
82.863000,325.857147,389.714294
82.896000,331.423065,388.000000
82.929000,337.857147,385.714294
82.962000,340.500000,384.500000
82.995000,342.421173,384.243835
83.028000,344.951233,383.097565
83.061000,345.459015,382.811462
83.094000,345.500000,382.500000
83.127000,345.409088,382.500000
83.160000,344.735291,382.735291
83.193000,341.500000,383.500000
83.226000,338.500000,384.500000
83.259000,333.722229,385.277771
83.292000,328.500000,386.500000
83.325000,322.500000,388.500000
83.358000,315.500000,389.500000
83.391000,312.500000,390.500000
83.424000,301.500000,392.500000
83.457000,293.500000,393.970581
83.490000,285.030853,395.487640
83.523000,280.500000,396.000000
83.556000,269.142853,397.142853
83.589000,261.117523,398.366364
83.622000,256.892853,398.107147
83.655000,247.822281,398.708527
83.688000,240.366669,399.500000
83.721000,230.127808,399.612122
83.754000,223.035721,399.964294
83.787000,217.208160,400.405579
83.820000,212.892853,400.107147
83.853000,210.500000,399.500000
83.886000,207.500000,399.500000
83.919000,205.120697,399.879303
83.952000,203.264709,399.500000
83.985000,203.120697,399.879303
84.018000,203.157364,400.412354
84.051000,205.157364,400.412354
84.084000,207.500000,400.500000
84.117000,212.061188,401.926147
84.150000,216.500000,401.500000
84.183000,219.612106,402.127808
84.216000,225.500000,402.500000
84.249000,235.791840,402.405579
84.282000,243.791840,402.405579
84.315000,251.612106,402.127808
84.348000,260.291473,401.177734
84.381000,268.500000,400.500000
84.414000,272.555542,399.888885
84.447000,280.291473,399.177734
84.480000,288.000000,397.500000
84.513000,297.500000,396.500000
84.546000,304.500000,394.500000
84.579000,308.500000,393.500000
84.612000,316.000000,392.500000
84.645000,321.386688,390.268463
84.678000,330.500000,388.500000
84.711000,334.500000,386.500000
84.744000,338.500000,386.000000
84.777000,341.388885,384.500000
84.810000,342.570190,384.149109
84.843000,344.500000,382.863647
84.876000,345.349213,382.976196
84.909000,345.416656,382.875000
84.942000,344.029419,383.000000
84.975000,342.938141,382.731964
85.008000,339.500000,383.970581
85.041000,335.000000,384.500000
85.074000,330.366669,385.500000
85.107000,325.029419,387.500000
85.140000,322.500000,388.500000
85.173000,315.500000,389.500000
85.206000,308.731964,390.938141
85.239000,297.500000,392.500000
85.272000,290.500000,394.500000
85.305000,280.500000,395.500000
85.338000,277.386688,396.268463
85.371000,265.500000,398.227264
85.404000,257.157379,398.412354
85.437000,248.692139,399.124451
85.470000,240.987686,399.421173
85.503000,234.366669,399.500000
85.536000,227.035721,399.964294
85.569000,221.035721,399.964294
85.602000,213.631577,400.157898
85.635000,210.042175,399.644592
85.668000,206.708527,399.822266
85.701000,204.852936,399.500000
85.734000,203.766663,399.766663
85.767000,203.439163,399.728149
85.800000,203.766663,399.766663
85.833000,205.233337,400.500000
85.866000,207.943665,400.704224
85.899000,212.366364,401.117523
85.932000,214.500000,401.766663
85.965000,219.500000,401.500000
85.998000,226.383560,402.410950
86.031000,228.892853,402.107147
86.064000,235.791840,402.405579
86.097000,243.035721,401.964294
86.130000,250.840576,401.739136
86.163000,255.500000,401.500000
86.196000,263.842621,400.587646
86.229000,271.082275,399.955688
86.262000,283.500000,399.500000
86.295000,291.822266,396.708527
86.328000,296.388885,396.611115
86.361000,303.964294,395.035706
86.394000,314.314819,392.685181
86.427000,320.500000,390.500000
86.460000,326.973694,389.394745
86.493000,331.948975,387.683685
86.526000,335.764160,386.330200
86.559000,337.970581,385.500000
86.592000,340.500000,384.500000
86.625000,342.500000,384.000000
86.658000,344.162994,383.013824
86.691000,344.208344,382.791656
86.724000,344.019989,382.980011
86.757000,342.311584,382.557983
86.790000,341.421173,382.987671
86.823000,337.000000,384.500000
86.856000,332.777771,384.777771
86.889000,328.243835,386.578827
86.922000,322.033325,388.033325
86.955000,315.946350,389.294006
86.988000,309.421173,390.987671
87.021000,302.500000,392.500000
87.054000,294.366669,393.500000
87.087000,286.588898,394.788879
87.120000,282.500000,395.653839
87.153000,270.892853,396.107147
87.186000,262.708527,397.822266
87.219000,259.000000,398.272736
87.252000,251.233337,399.233337
87.285000,242.594421,399.208160
87.318000,232.366669,399.500000
87.351000,225.593124,400.354248
87.384000,220.500000,399.852936
87.417000,215.157364,400.412354
87.450000,211.157364,400.412354
87.483000,208.107147,400.892853
87.516000,205.766663,399.766663
87.549000,204.892853,400.107147
87.582000,204.500000,400.500000
87.615000,205.322586,400.165314
87.648000,206.107147,400.892853
87.681000,208.500000,401.233337
87.714000,212.500000,401.500000
87.747000,216.731522,401.613312
87.780000,222.500000,401.766663
87.813000,228.892853,402.107147
87.846000,231.791840,402.405579
87.879000,235.500000,402.500000
87.912000,246.587646,401.842621
87.945000,254.500000,401.500000
87.978000,258.107147,400.892853
88.011000,266.892853,400.107147
88.044000,279.233337,399.233337
88.077000,286.500000,397.884613
88.110000,294.500000,396.500000
88.143000,302.500000,395.346161
88.176000,309.946350,393.294006
88.209000,315.974884,391.719177
88.242000,322.500000,390.500000
88.275000,325.277771,389.722229
88.308000,330.500000,388.500000
88.341000,336.500000,386.500000
88.374000,339.792084,384.752472
88.407000,342.055542,384.055542
88.440000,342.730774,383.653839
88.473000,343.200012,383.200012
88.506000,343.238098,383.142853
88.539000,342.578827,382.756165
88.572000,341.200012,383.200012
88.605000,338.235535,383.830566
88.638000,334.500000,384.500000
88.671000,330.194183,385.300964
88.704000,328.233337,386.500000
88.737000,319.602417,388.542175
88.770000,313.578827,390.012329
88.803000,306.500000,391.590912
88.836000,299.421173,392.987671
88.869000,295.500000,393.500000
88.902000,282.633331,395.500000
88.935000,274.500000,396.500000
88.968000,268.500000,397.500000
89.001000,263.823517,398.000000
89.034000,251.817078,398.987793
89.067000,244.500000,399.500000
89.100000,237.177719,400.291473
89.133000,230.892853,400.107147
89.166000,224.892853,400.107147
89.199000,222.383560,400.410950
89.232000,214.892853,400.107147
89.265000,211.157364,400.412354
89.298000,207.766663,399.766663
89.331000,205.766663,399.766663
89.364000,205.439163,399.728149
89.397000,205.322586,400.165314
89.430000,205.882492,400.633636
89.463000,207.787674,400.719177
89.496000,208.500000,401.233337
89.529000,212.500000,401.500000
89.562000,216.961533,402.038452
89.595000,222.587646,401.842621
89.628000,228.892853,402.107147
89.661000,234.892853,402.107147
89.694000,238.892853,402.107147
89.727000,249.791840,402.405579
89.760000,257.500000,400.500000
89.793000,266.107147,400.892853
89.826000,273.849701,399.592010
89.859000,277.500000,399.500000
89.892000,289.969147,397.487640
89.925000,297.035706,395.964294
89.958000,304.892853,394.107147
89.991000,308.436005,393.579987
90.024000,317.962677,391.485077
90.057000,324.055542,390.055542
90.090000,328.573730,388.260376
90.123000,332.966675,386.966675
90.156000,336.723877,385.380585
90.189000,339.388885,384.500000
90.222000,340.573730,384.260376
90.255000,342.500000,384.000000
90.288000,342.500000,383.500000
90.321000,342.378632,383.029114
90.354000,342.029419,383.000000
90.387000,339.277771,383.722229
90.420000,336.685181,384.314819
90.453000,332.500000,385.500000
90.486000,328.500000,386.500000
90.519000,325.421173,386.987671
90.552000,316.764709,389.000000
90.585000,310.500000,390.500000
90.618000,303.066040,391.990570
90.651000,296.366669,393.500000
90.684000,292.500000,394.500000
90.717000,279.766663,395.766663
90.750000,273.765686,397.306763
90.783000,265.117523,398.366364
90.816000,257.233337,398.500000
90.849000,249.029419,399.500000
90.882000,242.500000,400.500000
90.915000,235.035721,399.964294
90.948000,231.653839,400.500000
90.981000,222.892853,400.107147
91.014000,218.500000,400.500000
91.047000,213.766663,399.766663
91.080000,210.892853,400.107147
91.113000,209.233337,400.500000
91.146000,207.233337,400.500000
91.179000,206.500000,400.500000
91.212000,206.500000,400.500000
91.245000,207.233337,400.500000
91.278000,209.500000,401.045441
91.311000,212.500000,401.500000
91.344000,214.633636,401.882477
91.377000,219.612106,402.127808
91.410000,225.056335,402.295776
91.443000,230.892853,402.107147
91.476000,237.791840,402.405579
91.509000,244.840576,401.739136
91.542000,252.500000,401.500000
91.575000,260.892853,400.107147
91.608000,264.500000,400.500000
91.641000,276.192322,399.500000
91.674000,284.399994,398.399994
91.707000,292.107147,396.892853
91.740000,299.705994,395.053650
91.773000,307.035706,393.964294
91.806000,313.035706,391.964294
91.839000,315.964294,391.035706
91.872000,324.875000,389.218750
91.905000,329.970581,387.500000
91.938000,333.681824,386.045441
91.971000,336.700012,385.000000
92.004000,338.500000,384.500000
92.037000,340.500000,384.136353
92.070000,341.500000,383.447357
92.103000,341.799988,383.200012
92.136000,341.200012,383.200012
92.169000,339.970581,383.500000
